timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764717723025,13,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-15,text,false,Reserve request did not return HTTP 2xx status,2701,0,17,17,http://localhost:8082/tickets/reserve,0,0,13
1764717721237,3,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-14,,false,,2701,0,17,17,null,0,1856,3
1764717723091,3,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-14,text,false,Reserve request did not return HTTP 2xx status,2701,0,17,17,http://localhost:8082/tickets/reserve,0,0,3
1764717720469,24,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-6,,false,,2701,0,17,17,null,0,2920,24
1764717723387,24,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-6,text,false,Reserve request did not return HTTP 2xx status,2701,0,17,17,http://localhost:8082/tickets/reserve,0,0,24
1764717720911,23,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-11,,false,,2701,0,17,17,null,0,2651,23
1764717723560,23,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-11,text,false,Reserve request did not return HTTP 2xx status,2701,0,17,17,http://localhost:8082/tickets/reserve,0,0,23
1764717722982,16,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-2,,false,,2701,0,18,18,null,0,840,16
1764717723820,16,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-2,text,false,Reserve request did not return HTTP 2xx status,2701,0,18,18,http://localhost:8082/tickets/reserve,0,0,16
1764717721383,16,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-3,,false,,2701,0,18,18,null,0,2450,16
1764717723831,16,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-3,text,false,Reserve request did not return HTTP 2xx status,2701,0,18,18,http://localhost:8082/tickets/reserve,0,0,16
1764717722834,16,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-7,,false,,2701,0,18,18,null,0,1109,16
1764717723940,16,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-7,text,false,Reserve request did not return HTTP 2xx status,2701,0,18,18,http://localhost:8082/tickets/reserve,0,0,16
1764717723040,15,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-15,,false,,2701,0,18,18,null,0,949,15
1764717723986,15,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-15,text,false,Reserve request did not return HTTP 2xx status,2701,0,18,18,http://localhost:8082/tickets/reserve,0,0,15
1764717721268,25,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-8,,false,,2701,0,18,18,null,0,2751,25
1764717724016,25,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-8,text,false,Reserve request did not return HTTP 2xx status,2701,0,18,18,http://localhost:8082/tickets/reserve,0,0,25
1764717723414,7,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-6,,false,,2701,0,18,18,null,0,662,6
1764717724074,7,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-6,text,false,Reserve request did not return HTTP 2xx status,2701,0,18,18,http://localhost:8082/tickets/reserve,0,0,6
1764717722638,18,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-5,,false,,2701,0,19,19,null,0,1607,18
1764717724242,18,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-5,text,false,Reserve request did not return HTTP 2xx status,2701,0,19,19,http://localhost:8082/tickets/reserve,0,0,18
1764717722002,15,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-9,,false,,2701,0,19,19,null,0,2315,15
1764717724315,15,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-9,text,false,Reserve request did not return HTTP 2xx status,2701,0,19,19,http://localhost:8082/tickets/reserve,0,0,15
1764717720026,18,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-1,,false,,2701,0,19,19,null,0,4387,18
1764717724409,18,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-1,text,false,Reserve request did not return HTTP 2xx status,2701,0,19,19,http://localhost:8082/tickets/reserve,0,0,18
1764717724084,13,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-6,,false,,2701,0,20,20,null,0,727,13
1764717724809,13,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-6,text,false,Reserve request did not return HTTP 2xx status,2701,0,20,20,http://localhost:8082/tickets/reserve,0,0,13
1764717720640,3,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-13,,false,,2701,0,20,20,null,0,4224,2
1764717724863,3,POST /tickets/reserve,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8082 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: no further information",Reservation Flow - 50 Users 1-13,text,false,Reserve request did not return HTTP 2xx status,2701,0,20,20,http://localhost:8082/tickets/reserve,0,0,2
1764717723850,22,Complete Reservation Flow,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Number of samples in transaction : 1, number of failing samples : 1",Reservation Flow - 50 Users 1-3,,false,,2701,0,20,20,null,0,1018,22
